IMEI	Advertising ID
457754	1587181365854-7903588830067548107
355126	1587244867287-6706244856452872651
456929	1587073110447-3530454415085993173
57493	1586876080462-1622823658969863297
443450	1587242921086-1340391533546710177
457430	1587140125357-1939485882517499556
424146	1584987587214-1759405179540654105
424154	1587242294887-4653604048271797748
457621	1587162034973-1573102469859715945
456169	1586980203512-3948872500033635974
457269	1587119013232-8525831246415245889
7041	1587239964824-2787897815179975028
456891	1587069482585-593357676190860556
418895	1584654818987-7504677502875411568
457300	1587123004483-3615887812065604719
14386	1587226917551-4810976946763978949
456904	1587070220872-7919577799388979824
447803	1586373586546-5391021396946673053
456820	1587061513866-3852631462940181162
125817	1587229020449-2619671412225124056
455695	1586935201597-3001219461957286648
2016	1587227154373-4692467872037720535
456567	1587033478595-1471022794044085829
456975	1587078595635-3555906240399559496
177462	1584575088887-5720932260219397160
457905	1587199637889-5636808599765525465
452212	1586601653675-9146379434617446573
385688	1580584375342-1843622084779698691
457485	1587146968352-304379019544520924
456760	1587050916577-5414795832805256305
456916	1587071878969-407490958347449363
454744	1586807106270-5210522126666642465
455509	1586895444491-9003664789451660906
356370	1587184306039-4645376603910792087
88224	1587219036783-6406899561347580732
457874	1587196176116-453076365963158717
457955	1587206195593-224552492134543727
457989	1587210530155-5655748619011071877
457968	1587197988856-7137314292341405133
22800	1587216044588-3670676634515001763
457729	1587177981530-7540248930370362398
123157	1578780699355-1678819914624389557
456089	1586971092051-3186298392959151763
457211	1587109830698-8264186193418305110
453745	1586706838354-165781432357440915
147479	1586818817205-3488341140461617028
457898	1587198615083-5512188945941420779
456927	1587073046533-8300577386213931658
50513	1587192851074-3408739044775495051
453443	1586686354692-1581341815214025953
456137	1586976449827-4089308335618063974
413808	1587206582701-4348176884281050188
457704	1586951975141-7668012953293196519
457825	1587190864906-2241977634206128564
427044	1585117484668-2278842070216316215
457792	1587186260316-1447647117910941613
457736	1587179296828-4261315282376233470
457675	1587171051126-3495068063351167794
318598	1587036795113-3695955337237548082
457902	1587199348087-6383948893117230130
454857	1586820915266-8072197258080985435
401520	1587198140702-6805287489715079820
381620	1587166715663-1522752548245746660
408871	1587195384311-4418535729079659104
455292	1586874987025-4217978619567659675
426679	1585096301156-5303329828600783968
143933	1578920215349-1378665054449047986
440748	1587192510424-6181471268719686798
457026	1587084341771-6726103124312883692
457842	1587192671631-2826206759058545889
434496	1586859698229-6975471175130894291
72546	1577926295049-5810145010569996246
455363	1586882476205-2750673486256673456
430237	1585296148445-3856197739702914730
457757	1587182392668-5186060065463695766
457404	1587136504635-1400901505492532305
457526	1587151361123-3758611555125693228
457687	1587172804689-7986419710863726671
456470	1587019124603-7197180816108388182
444138	1587177035722-4180335913205665298
456397	1587008074129-4723876360747543715
457378	1587133046490-2405271532709870974
441311	1587170383814-8468314420967145484
457558	1587153929467-7104002182374988386
456713	1587051284361-298913298367899304
457502	1587164691106-3616483903632176808
456618	1587038926067-1847920243719255361
456617	1587038479162-9160754852545547605
457257	1587117171856-8350114420468788199
454455	1586781376223-2387089906891321311
457343	1587129050580-5255177206932282236
457205	1587108283300-5306667372280669520
457259	1587117706527-2207305280472549090
405844	1583046897531-8115383704990957295
456142	1586976880914-825628745798604179
435292	1587077267432-5668218302314158619
21146	1586961187352-2390614974767785119
414070	1587143648307-6203215259811624452
452628	1586624146280-1384245625450208419
455793	1586934844658-7223993092780544367
456467	1587018565800-3482393716376984392
456357	1587002534520-1653223679194500372
447701	1587090270759-2925414696803375911
457340	1587127780394-8766934207133239127
387180	1580714601997-8693327469131848637
457075	1587089870270-5864384037390100304
456908	1587070886432-354336317120935052
455809	1586937395313-3007500597858461401
456842	1587064388881-4375656088850611983
457295	1587122123536-6912520759363923600
456790	1587057674311-4287517415640229212
456727	1587052441749-8179124797837056163
456198	1586983103700-8253083972590108268
456659	1587043699116-6877629137507641418
454599	1587136588135-4052961605808554076
457409	1587137247112-6647774598129449106
456236	1586987602391-4553021785824762649
9591	1587072770166-3104759241361458341
457219	1587111470458-4493377444374189978
456587	1587035778203-7015002911990950218
455936	1586953270834-8280134481274106652
457274	1587112447754-3435615221504603883
457341	1587128323736-4798255926771948446
456636	1587041131746-5397239127685000713
457193	1587106326935-1043108182520023504
456818	1587061421887-4270657960326855589
457290	1587121884675-3767113437760458065
457315	1587125124323-6609475178257779450
457298	1587123112148-1250939369533816559
457303	1587123106395-2029984316473678513
444907	1586212981441-1906768110662672233
456268	1586991468656-933799377152922038
455595	1586904510738-1423866042492164659
35361	1587077144946-7795874540553896392
457196	1587106997462-4730933200133790469
442424	1586813800295-6261026803884274925
455551	1586899511736-7650181430788711757
457210	1587109434949-8744306921222784676
456838	1587064195540-4367761817125935069
456773	1587030698079-277063033083929377
403222	1582648902270-5314124440223146352
456811	1587064558850-2311241858194556509
456026	1586926967563-5714008297302523545
456852	1587065196280-2735265616238236818
457134	1587098414376-701731749688074716
455851	1586943989096-7817914428207799084
456515	1587024904615-4458641439827412770
456385	1587006220483-7655026333309404906
453710	1586703856704-8879258682753065051
455986	1586958771234-4050475320301554355
456516	1587025044861-548328209564940921
455874	1586947102944-2460396416604055774
455159	1586861353630-6902298594723841514
41242	1587099295355-6828661555638237332
456749	1587053885013-5040667109517327690
453903	1586722252239-7963299382690653063
39377	1587103609837-4539937590701069740
456763	1587054714161-8049743077610600396
454902	1586827018960-3138140340963373248
456042	1586965328362-3417632897955109374
452776	1586633867068-1824518849575999136
125204	1587099290000-7619326001475910626
457107	1587093502425-4771754540519574635
457063	1587088416235-6762754563837098184
456366	1587003346332-5785205418204150624
456395	1587007518588-2456432263351908875
455749	1587066568567-3827243142840216134
456948	1587075222365-4769172208634959376
456249	1586989485676-9106867951179987606
456959	1587076411461-257704987875624865
456568	1587033568680-1147981360087463690
452989	1586655235028-536584069888639400
456935	1587073723943-4622858981730861406
454056	1586738889897-3190471182138749474
9684	1587067411866-871706909598353631
456069	1586968963123-298400852194058372
456714	1587051305525-9193856528702014670
456215	1586985501177-1767150680482175557
456289	1586994887720-1222471768943862924
456879	1587068230589-6075825413978220646
444843	1586210149179-1561596830346623789
440648	1586031192488-6007191904098715641
455706	1586922945491-5127736625518316910
434922	1586817643149-2797323543932498265
456544	1587040196586-2360224964919327990
455525	1586897279700-2547526979532378424
456827	1587062778841-5471486250902166164
456096	1586971660503-2683083823377657895
456302	1586996054280-770301408992666944
455498	1586894210800-5106538397866402456
456146	1586977428629-8675997115433850235
456556	1587031385039-6175345081792800054
455907	1586950908395-4181981719109353511
456795	1587058559088-6999958418458427391
456145	1586976775695-7369196236160553136
454624	1586794133186-4350916835968387385
454639	1586795179737-3680975413561985788
454681	1586800379715-8656924660654382664
456624	1587039703323-5811378706062330728
400537	1586545933175-965079232230605635
456529	1587027316755-7767282079012283318
455637	1586911219955-5211544239896091390
456454	1587015947328-2298460596771160248
456736	1587052819751-3768405219979365661
454332	1586770288300-8834766493064803573
456739	1587053155264-721492908588684733
456148	1586977677582-4939624192667071426
456033	1586963841004-6622520154193351555
456270	1586991691756-7272580755567976204
456070	1586969351133-2341381960894725826
456583	1587035310681-8226406202867206880
445422	1587043001875-5916598133886273010
456561	1587032710783-7953792423055350841
456213	1586984994652-2981284713109246297
456674	1587045272734-1716690639563395915
456610	1587037655860-3825624201731634819
419377	1587045742955-3812955401521289646
449658	1586654121889-6474732039425079999
454883	1586823904226-2105964834814764486
455237	1586869937488-6570439314243795278
449441	1586456490186-4047980347150125578
455938	1586953289291-2784756882827980735
456527	1587027259184-8927108929581355904
453448	1586686792498-7181983870882036233
99414	1586855716916-4647680601928103082
455380	1586884114193-5711501628773472997
453344	1586679242695-3648818937028792221
455164	1586862076529-1369010540553951833
456307	1586996562534-370421964721179724
98365	1587020053396-2730640488322941442
456570	1587034015038-907445240333064946
456505	1587023641066-8122571716208870584
418104	1587001887663-3712857257006945121
456341	1587001386034-4854941819100011877
455134	1586858449474-5553000368867511893
456538	1587028420521-4376697255661910366
396111	1586714822743-5315593368026108882
12932	1586351850933-8949484760419360313
455935	1586953255301-66420530993063691
406632	1586862654594-4174527992233729697
455166	1586862253590-3562024471394282809
422286	1584891398008-3482388380439348729
420687	1586155446536-533709328295553101
370186	1586977727208-8003343773803225272
456392	1587007034690-8067614183421497104
454900	1586826552441-906447205453742292
455499	1586894116395-4325692558931978331
454720	1586804314676-3553433941087334227
450354	1587014262246-1907263230485810858
417780	1587014801549-3510311218254478342
31064	1586964017766-5367609514677164747
455819	1586939188231-6082589725061832335
455750	1586927896973-4291678177452844871
391463	1586971079735-796416368964616657
455155	1586860504388-6409140387793432219
453920	1586724421536-3804767276503614570
455782	1586944121752-5177504716831805086
456362	1587002954849-1958694362192182052
456365	1587003260306-1201499168194676025
455914	1586951975141-7668012953293196519
456350	1587001774619-6886999109654132875
455608	1586906241863-9136751573661937633
452219	1586837702383-7188070869078488850
456072	1586969552952-3964170043696990631
40756	1586995617369-2142821176752190741
455388	1586884545279-5008315551309577028
455691	1586919018767-9204637699911439921
455687	1586918739059-6529966619794083096
454052	1586909141469-7538815531038119232
455572	1586901210654-3676534102632164783
438003	1585922224933-5213162446192214281
402390	1586981029009-3681091992493249160
455866	1586945664991-5204949815518573180
455370	1586883061240-852254805427071533
454832	1586818226612-4800215494082737333
454608	1586793041665-8998629877340962328
